FIPSCode,LocationType,Location,TypeofFacility,TimeFrame,DataFormat,Data
06027,County,Inyo County,Total for Both Facility Types,2014,Number,522
06027,County,Inyo County,Child Care Center,2012,Number,380
06027,County,Inyo County,Family Child Care Home,2012,Number,186
06027,County,Inyo County,Total for Both Facility Types,2012,Number,566
06027,County,Inyo County,Child Care Center,2010,Number,323
06027,County,Inyo County,Family Child Care Home,2010,Number,188
06027,County,Inyo County,Total for Both Facility Types,2010,Number,511
06027,County,Inyo County,Child Care Center,2008,Number,281
06027,County,Inyo County,Family Child Care Home,2008,Number,256
06027,County,Inyo County,Total for Both Facility Types,2008,Number,537
06027,County,Inyo County,Child Care Center,2006,Number,324
06027,County,Inyo County,Family Child Care Home,2006,Number,254
06027,County,Inyo County,Total for Both Facility Types,2006,Number,578
06027,County,Inyo County,Child Care Center,2004,Number,440
06027,County,Inyo County,Family Child Care Home,2004,Number,272
06027,County,Inyo County,Total for Both Facility Types,2004,Number,712
06027,County,Inyo County,Child Care Center,2002,Number,311
06027,County,Inyo County,Family Child Care Home,2002,Number,210
06027,County,Inyo County,Total for Both Facility Types,2002,Number,521
06027,County,Inyo County,Child Care Center,2000,Number,356
06027,County,Inyo County,Family Child Care Home,2000,Number,212
06027,County,Inyo County,Total for Both Facility Types,2000,Number,568
06107,County,Tulare County,Child Care Center,2000,Number,"5,184"
06107,County,Tulare County,Family Child Care Home,2000,Number,"6,024"
06107,County,Tulare County,Total for Both Facility Types,2000,Number,"11,208"
06107,County,Tulare County,Child Care Center,2002,Number,"5,088"
06107,County,Tulare County,Family Child Care Home,2002,Number,"5,512"
06107,County,Tulare County,Total for Both Facility Types,2002,Number,"10,600"
06107,County,Tulare County,Child Care Center,2004,Number,"6,034"
06107,County,Tulare County,Family Child Care Home,2004,Number,"6,750"
06107,County,Tulare County,Total for Both Facility Types,2004,Number,"12,784"
06107,County,Tulare County,Child Care Center,2006,Number,"6,615"
06107,County,Tulare County,Family Child Care Home,2006,Number,"6,454"
06107,County,Tulare County,Total for Both Facility Types,2006,Number,"13,069"
06107,County,Tulare County,Child Care Center,2008,Number,"6,426"
06107,County,Tulare County,Family Child Care Home,2008,Number,"6,258"
06107,County,Tulare County,Total for Both Facility Types,2008,Number,"12,684"
06107,County,Tulare County,Child Care Center,2010,Number,"6,682"
06107,County,Tulare County,Family Child Care Home,2010,Number,"6,790"
06107,County,Tulare County,Total for Both Facility Types,2010,Number,"13,472"
06107,County,Tulare County,Child Care Center,2012,Number,"7,042"
06107,County,Tulare County,Family Child Care Home,2012,Number,"7,636"
06107,County,Tulare County,Total for Both Facility Types,2012,Number,"14,678"
06107,County,Tulare County,Child Care Center,2014,Number,"6,233"
06107,County,Tulare County,Family Child Care Home,2014,Number,"5,356"
06107,County,Tulare County,Total for Both Facility Types,2014,Number,"11,589"
06107,County,Tulare County,Child Care Center,2017,Number,"5,215"
06107,County,Tulare County,Family Child Care Home,2017,Number,"4,770"
06107,County,Tulare County,Total for Both Facility Types,2017,Number,"9,985"
06107,County,Tulare County,Child Care Center,2019,Number,"4,804"
06107,County,Tulare County,Family Child Care Home,2019,Number,"4,564"
06107,County,Tulare County,Total for Both Facility Types,2019,Number,"9,368"
06031,County,Kings County,Child Care Center,2019,Number,"2,178"
06031,County,Kings County,Family Child Care Home,2019,Number,"1,622"
06031,County,Kings County,Total for Both Facility Types,2019,Number,"3,800"
06031,County,Kings County,Child Care Center,2017,Number,"1,401"
06031,County,Kings County,Family Child Care Home,2017,Number,"1,072"
06031,County,Kings County,Total for Both Facility Types,2017,Number,"2,473"
06031,County,Kings County,Child Care Center,2014,Number,"1,412"
06031,County,Kings County,Family Child Care Home,2014,Number,"1,206"
06031,County,Kings County,Total for Both Facility Types,2014,Number,"2,618"
06031,County,Kings County,Child Care Center,2012,Number,"2,068"
06031,County,Kings County,Family Child Care Home,2012,Number,"1,356"
06031,County,Kings County,Total for Both Facility Types,2012,Number,"3,424"
06031,County,Kings County,Child Care Center,2010,Number,"1,730"
06031,County,Kings County,Family Child Care Home,2010,Number,"1,940"
06031,County,Kings County,Total for Both Facility Types,2010,Number,"3,670"
06031,County,Kings County,Child Care Center,2008,Number,"2,004"
06031,County,Kings County,Family Child Care Home,2008,Number,"2,108"
06031,County,Kings County,Total for Both Facility Types,2008,Number,"4,112"
06031,County,Kings County,Child Care Center,2006,Number,"1,640"
06031,County,Kings County,Family Child Care Home,2006,Number,"1,956"
06031,County,Kings County,Total for Both Facility Types,2006,Number,"3,596"
06031,County,Kings County,Child Care Center,2004,Number,"1,565"
06031,County,Kings County,Family Child Care Home,2004,Number,"1,460"
06031,County,Kings County,Total for Both Facility Types,2004,Number,"3,025"
06031,County,Kings County,Child Care Center,2002,Number,"1,408"
06031,County,Kings County,Family Child Care Home,2002,Number,"1,652"
06031,County,Kings County,Total for Both Facility Types,2002,Number,"3,060"
06031,County,Kings County,Child Care Center,2000,Number,"1,330"
06031,County,Kings County,Family Child Care Home,2000,Number,"1,634"
06031,County,Kings County,Total for Both Facility Types,2000,Number,"2,964"
06079,County,San Luis Obispo County,Child Care Center,2000,Number,"4,266"
06079,County,San Luis Obispo County,Family Child Care Home,2000,Number,"2,456"
06079,County,San Luis Obispo County,Total for Both Facility Types,2000,Number,"6,722"
06079,County,San Luis Obispo County,Child Care Center,2002,Number,"4,689"
06079,County,San Luis Obispo County,Family Child Care Home,2002,Number,"2,924"
06079,County,San Luis Obispo County,Total for Both Facility Types,2002,Number,"7,613"
06079,County,San Luis Obispo County,Child Care Center,2004,Number,"4,610"
06079,County,San Luis Obispo County,Family Child Care Home,2004,Number,"3,126"
06079,County,San Luis Obispo County,Total for Both Facility Types,2004,Number,"7,736"
06079,County,San Luis Obispo County,Child Care Center,2006,Number,"4,956"
06079,County,San Luis Obispo County,Family Child Care Home,2006,Number,"3,220"
06079,County,San Luis Obispo County,Total for Both Facility Types,2006,Number,"8,176"
06079,County,San Luis Obispo County,Child Care Center,2008,Number,"5,501"
06079,County,San Luis Obispo County,Family Child Care Home,2008,Number,"3,478"
06079,County,San Luis Obispo County,Total for Both Facility Types,2008,Number,"8,979"
06079,County,San Luis Obispo County,Child Care Center,2010,Number,"4,975"
06079,County,San Luis Obispo County,Family Child Care Home,2010,Number,"3,496"
06079,County,San Luis Obispo County,Total for Both Facility Types,2010,Number,"8,471"
06079,County,San Luis Obispo County,Child Care Center,2012,Number,"4,976"
06079,County,San Luis Obispo County,Family Child Care Home,2012,Number,"3,448"
06079,County,San Luis Obispo County,Total for Both Facility Types,2012,Number,"8,424"
06079,County,San Luis Obispo County,Child Care Center,2014,Number,"4,579"
06079,County,San Luis Obispo County,Family Child Care Home,2014,Number,"2,554"
06079,County,San Luis Obispo County,Total for Both Facility Types,2014,Number,"7,133"
06079,County,San Luis Obispo County,Child Care Center,2017,Number,"4,850"
06079,County,San Luis Obispo County,Family Child Care Home,2017,Number,"2,520"
06079,County,San Luis Obispo County,Total for Both Facility Types,2017,Number,"7,370"
06079,County,San Luis Obispo County,Child Care Center,2019,Number,"4,786"
06079,County,San Luis Obispo County,Family Child Care Home,2019,Number,"2,424"
06079,County,San Luis Obispo County,Total for Both Facility Types,2019,Number,"7,210"
06029,County,Kern County,Child Care Center,2019,Number,"12,612"
06029,County,Kern County,Family Child Care Home,2019,Number,"6,920"
06029,County,Kern County,Total for Both Facility Types,2019,Number,"19,532"
06029,County,Kern County,Child Care Center,2017,Number,"12,258"
06029,County,Kern County,Family Child Care Home,2017,Number,"7,136"
06029,County,Kern County,Total for Both Facility Types,2017,Number,"19,394"
06029,County,Kern County,Child Care Center,2014,Number,"12,252"
06029,County,Kern County,Family Child Care Home,2014,Number,"7,196"
06029,County,Kern County,Total for Both Facility Types,2014,Number,"19,448"
06029,County,Kern County,Child Care Center,2012,Number,"12,561"
06029,County,Kern County,Family Child Care Home,2012,Number,"8,086"
06029,County,Kern County,Total for Both Facility Types,2012,Number,"20,647"
06029,County,Kern County,Child Care Center,2010,Number,"12,580"
06029,County,Kern County,Family Child Care Home,2010,Number,"9,292"
06029,County,Kern County,Total for Both Facility Types,2010,Number,"21,872"
06029,County,Kern County,Child Care Center,2006,Number,"12,187"
06029,County,Kern County,Family Child Care Home,2006,Number,"10,874"
06029,County,Kern County,Total for Both Facility Types,2006,Number,"23,061"
06029,County,Kern County,Child Care Center,2008,Number,"12,401"
06029,County,Kern County,Family Child Care Home,2008,Number,"10,510"
06029,County,Kern County,Total for Both Facility Types,2008,Number,"22,911"
06029,County,Kern County,Child Care Center,2004,Number,"11,015"
06029,County,Kern County,Family Child Care Home,2004,Number,"9,464"
06029,County,Kern County,Total for Both Facility Types,2004,Number,"20,479"
06029,County,Kern County,Child Care Center,2002,Number,"10,923"
06029,County,Kern County,Family Child Care Home,2002,Number,"9,494"
06029,County,Kern County,Total for Both Facility Types,2002,Number,"20,417"
06029,County,Kern County,Child Care Center,2000,Number,"10,373"
06029,County,Kern County,Family Child Care Home,2000,Number,"7,124"
06029,County,Kern County,Total for Both Facility Types,2000,Number,"17,497"
06111,County,Ventura County,Child Care Center,2000,Number,"14,725"
06111,County,Ventura County,Family Child Care Home,2000,Number,"9,282"
06111,County,Ventura County,Total for Both Facility Types,2000,Number,"24,007"
06111,County,Ventura County,Child Care Center,2002,Number,"14,489"
06111,County,Ventura County,Family Child Care Home,2002,Number,"10,000"
06111,County,Ventura County,Total for Both Facility Types,2002,Number,"24,489"
06111,County,Ventura County,Child Care Center,2004,Number,"15,211"
06111,County,Ventura County,Family Child Care Home,2004,Number,"10,482"
06111,County,Ventura County,Total for Both Facility Types,2004,Number,"25,693"
06111,County,Ventura County,Child Care Center,2006,Number,"16,032"
06111,County,Ventura County,Family Child Care Home,2006,Number,"9,834"
06111,County,Ventura County,Total for Both Facility Types,2006,Number,"25,866"
06111,County,Ventura County,Child Care Center,2008,Number,"17,829"
06111,County,Ventura County,Family Child Care Home,2008,Number,"9,118"
06111,County,Ventura County,Total for Both Facility Types,2008,Number,"26,947"
06111,County,Ventura County,Child Care Center,2010,Number,"17,657"
06111,County,Ventura County,Family Child Care Home,2010,Number,"8,956"
06111,County,Ventura County,Total for Both Facility Types,2010,Number,"26,613"
06111,County,Ventura County,Child Care Center,2012,Number,"16,662"
06111,County,Ventura County,Family Child Care Home,2012,Number,"8,234"
06111,County,Ventura County,Total for Both Facility Types,2012,Number,"24,896"
06111,County,Ventura County,Child Care Center,2014,Number,"17,104"
06111,County,Ventura County,Family Child Care Home,2014,Number,"7,136"
06111,County,Ventura County,Total for Both Facility Types,2014,Number,"24,240"
06111,County,Ventura County,Child Care Center,2017,Number,"16,418"
06111,County,Ventura County,Family Child Care Home,2017,Number,"6,262"
06111,County,Ventura County,Total for Both Facility Types,2017,Number,"22,680"
06111,County,Ventura County,Child Care Center,2019,Number,"17,083"
06111,County,Ventura County,Family Child Care Home,2019,Number,"5,704"
06111,County,Ventura County,Total for Both Facility Types,2019,Number,"22,787"
06037,County,Los Angeles County,Child Care Center,2019,Number,"160,369"
06037,County,Los Angeles County,Family Child Care Home,2019,Number,"56,349"
06037,County,Los Angeles County,Total for Both Facility Types,2019,Number,"216,718"
06037,County,Los Angeles County,Child Care Center,2017,Number,"167,045"
06037,County,Los Angeles County,Family Child Care Home,2017,Number,"63,893"
06037,County,Los Angeles County,Total for Both Facility Types,2017,Number,"230,938"
06037,County,Los Angeles County,Child Care Center,2014,Number,"188,004"
06037,County,Los Angeles County,Family Child Care Home,2014,Number,"78,672"
06037,County,Los Angeles County,Total for Both Facility Types,2014,Number,"266,676"
06037,County,Los Angeles County,Child Care Center,2012,Number,"168,688"
06037,County,Los Angeles County,Family Child Care Home,2012,Number,"73,583"
06037,County,Los Angeles County,Total for Both Facility Types,2012,Number,"242,271"
06037,County,Los Angeles County,Child Care Center,2010,Number,"167,187"
06037,County,Los Angeles County,Family Child Care Home,2010,Number,"80,067"
06037,County,Los Angeles County,Total for Both Facility Types,2010,Number,"247,254"
06037,County,Los Angeles County,Child Care Center,2008,Number,"170,153"
06037,County,Los Angeles County,Family Child Care Home,2008,Number,"94,317"
06037,County,Los Angeles County,Total for Both Facility Types,2008,Number,"264,470"
06037,County,Los Angeles County,Child Care Center,2006,Number,"187,089"
06037,County,Los Angeles County,Family Child Care Home,2006,Number,"77,583"
06037,County,Los Angeles County,Total for Both Facility Types,2006,Number,"264,672"
06037,County,Los Angeles County,Child Care Center,2004,Number,"150,261"
06037,County,Los Angeles County,Family Child Care Home,2004,Number,"79,187"
06037,County,Los Angeles County,Total for Both Facility Types,2004,Number,"229,448"
06037,County,Los Angeles County,Child Care Center,2002,Number,"160,621"
06037,County,Los Angeles County,Family Child Care Home,2002,Number,"76,613"
06037,County,Los Angeles County,Total for Both Facility Types,2002,Number,"237,234"
06037,County,Los Angeles County,Child Care Center,2000,Number,"150,885"
06037,County,Los Angeles County,Family Child Care Home,2000,Number,"58,930"
06037,County,Los Angeles County,Total for Both Facility Types,2000,Number,"209,815"
06059,County,Orange County,Child Care Center,2000,Number,"36,501"
06059,County,Orange County,Family Child Care Home,2000,Number,"14,422"
06059,County,Orange County,Total for Both Facility Types,2000,Number,"50,923"
06059,County,Orange County,Child Care Center,2002,Number,"42,470"
06059,County,Orange County,Family Child Care Home,2002,Number,"15,240"
06059,County,Orange County,Total for Both Facility Types,2002,Number,"57,710"
06059,County,Orange County,Child Care Center,2004,Number,"58,632"
06059,County,Orange County,Family Child Care Home,2004,Number,"16,628"
06059,County,Orange County,Total for Both Facility Types,2004,Number,"75,260"
06059,County,Orange County,Child Care Center,2006,Number,"60,221"
06059,County,Orange County,Family Child Care Home,2006,Number,"20,402"
06059,County,Orange County,Total for Both Facility Types,2006,Number,"80,623"
06059,County,Orange County,Child Care Center,2008,Number,"66,383"
06059,County,Orange County,Family Child Care Home,2008,Number,"15,617"
06059,County,Orange County,Total for Both Facility Types,2008,Number,"82,000"
06059,County,Orange County,Child Care Center,2010,Number,"67,691"
06059,County,Orange County,Family Child Care Home,2010,Number,"15,176"
06059,County,Orange County,Total for Both Facility Types,2010,Number,"82,867"
06059,County,Orange County,Child Care Center,2012,Number,"66,667"
06059,County,Orange County,Family Child Care Home,2012,Number,"13,794"
06059,County,Orange County,Total for Both Facility Types,2012,Number,"80,461"
06059,County,Orange County,Child Care Center,2017,Number,"67,749"
06059,County,Orange County,Family Child Care Home,2017,Number,"12,834"
06059,County,Orange County,Total for Both Facility Types,2017,Number,"80,583"
06059,County,Orange County,Child Care Center,2014,Number,"68,390"
06059,County,Orange County,Family Child Care Home,2014,Number,"12,974"
06059,County,Orange County,Total for Both Facility Types,2014,Number,"81,364"
06059,County,Orange County,Child Care Center,2019,Number,"67,657"
06059,County,Orange County,Family Child Care Home,2019,Number,"12,830"
06059,County,Orange County,Total for Both Facility Types,2019,Number,"80,487"
06071,County,San Bernardino County,Child Care Center,2019,Number,"28,303"
06071,County,San Bernardino County,Family Child Care Home,2019,Number,"10,042"
06071,County,San Bernardino County,Total for Both Facility Types,2019,Number,"38,345"
06071,County,San Bernardino County,Child Care Center,2017,Number,"26,644"
06071,County,San Bernardino County,Family Child Care Home,2017,Number,"9,927"
06071,County,San Bernardino County,Total for Both Facility Types,2017,Number,"36,571"
06071,County,San Bernardino County,Child Care Center,2014,Number,"31,182"
06071,County,San Bernardino County,Family Child Care Home,2014,Number,"12,990"
06071,County,San Bernardino County,Total for Both Facility Types,2014,Number,"44,172"
06071,County,San Bernardino County,Child Care Center,2012,Number,"32,714"
06071,County,San Bernardino County,Family Child Care Home,2012,Number,"17,572"
06071,County,San Bernardino County,Total for Both Facility Types,2012,Number,"50,286"
06071,County,San Bernardino County,Child Care Center,2010,Number,"30,252"
06071,County,San Bernardino County,Family Child Care Home,2010,Number,"16,806"
06071,County,San Bernardino County,Total for Both Facility Types,2010,Number,"47,058"
06071,County,San Bernardino County,Child Care Center,2008,Number,"30,023"
06071,County,San Bernardino County,Family Child Care Home,2008,Number,"20,336"
06071,County,San Bernardino County,Total for Both Facility Types,2008,Number,"50,359"
06071,County,San Bernardino County,Child Care Center,2006,Number,"28,520"
06071,County,San Bernardino County,Family Child Care Home,2006,Number,"20,826"
06071,County,San Bernardino County,Total for Both Facility Types,2006,Number,"49,346"
06071,County,San Bernardino County,Child Care Center,2004,Number,"27,248"
06071,County,San Bernardino County,Family Child Care Home,2004,Number,"17,800"
06071,County,San Bernardino County,Total for Both Facility Types,2004,Number,"45,048"
06071,County,San Bernardino County,Child Care Center,2002,Number,"28,770"
06071,County,San Bernardino County,Family Child Care Home,2002,Number,"15,455"
06071,County,San Bernardino County,Total for Both Facility Types,2002,Number,"44,225"
06071,County,San Bernardino County,Child Care Center,2000,Number,"22,659"
06071,County,San Bernardino County,Family Child Care Home,2000,Number,"11,514"
06071,County,San Bernardino County,Total for Both Facility Types,2000,Number,"34,173"
06065,County,Riverside County,Child Care Center,2000,Number,"21,377"
06065,County,Riverside County,Family Child Care Home,2000,Number,"11,908"
06065,County,Riverside County,Total for Both Facility Types,2000,Number,"33,285"
06065,County,Riverside County,Child Care Center,2002,Number,"20,743"
06065,County,Riverside County,Family Child Care Home,2002,Number,"14,040"
06065,County,Riverside County,Total for Both Facility Types,2002,Number,"34,783"
06065,County,Riverside County,Child Care Center,2004,Number,"22,979"
06065,County,Riverside County,Family Child Care Home,2004,Number,"17,728"
06065,County,Riverside County,Total for Both Facility Types,2004,Number,"40,707"
06065,County,Riverside County,Child Care Center,2006,Number,"23,245"
06065,County,Riverside County,Family Child Care Home,2006,Number,"17,562"
06065,County,Riverside County,Total for Both Facility Types,2006,Number,"40,807"
06065,County,Riverside County,Child Care Center,2008,Number,"24,085"
06065,County,Riverside County,Family Child Care Home,2008,Number,"19,542"
06065,County,Riverside County,Total for Both Facility Types,2008,Number,"43,627"
06065,County,Riverside County,Child Care Center,2010,Number,"31,356"
06065,County,Riverside County,Family Child Care Home,2010,Number,"23,358"
06065,County,Riverside County,Total for Both Facility Types,2010,Number,"54,714"
06065,County,Riverside County,Child Care Center,2012,Number,"32,336"
06065,County,Riverside County,Family Child Care Home,2012,Number,"18,097"
06065,County,Riverside County,Total for Both Facility Types,2012,Number,"50,433"
06065,County,Riverside County,Child Care Center,2014,Number,"20,810"
06065,County,Riverside County,Family Child Care Home,2014,Number,"12,618"
06065,County,Riverside County,Total for Both Facility Types,2014,Number,"33,428"
06065,County,Riverside County,Child Care Center,2017,Number,"29,776"
06065,County,Riverside County,Family Child Care Home,2017,Number,"15,742"
06065,County,Riverside County,Total for Both Facility Types,2017,Number,"45,518"
06065,County,Riverside County,Child Care Center,2019,Number,"31,015"
06065,County,Riverside County,Family Child Care Home,2019,Number,"16,850"
06065,County,Riverside County,Total for Both Facility Types,2019,Number,"47,865"
06073,County,San Diego County,Child Care Center,2017,Number,"65,595"
06073,County,San Diego County,Family Child Care Home,2017,Number,"32,914"
06073,County,San Diego County,Total for Both Facility Types,2017,Number,"98,509"
06073,County,San Diego County,Child Care Center,2019,Number,"67,469"
06073,County,San Diego County,Family Child Care Home,2019,Number,"33,608"
06073,County,San Diego County,Total for Both Facility Types,2019,Number,"101,077"
06073,County,San Diego County,Child Care Center,2014,Number,"65,907"
06073,County,San Diego County,Family Child Care Home,2014,Number,"35,274"
06073,County,San Diego County,Total for Both Facility Types,2014,Number,"101,181"
06073,County,San Diego County,Child Care Center,2012,Number,"64,546"
06073,County,San Diego County,Family Child Care Home,2012,Number,"35,408"
06073,County,San Diego County,Total for Both Facility Types,2012,Number,"99,954"
06073,County,San Diego County,Child Care Center,2010,Number,"67,339"
06073,County,San Diego County,Family Child Care Home,2010,Number,"36,384"
06073,County,San Diego County,Total for Both Facility Types,2010,Number,"103,723"
06073,County,San Diego County,Child Care Center,2008,Number,"64,687"
06073,County,San Diego County,Family Child Care Home,2008,Number,"38,328"
06073,County,San Diego County,Total for Both Facility Types,2008,Number,"103,015"
06073,County,San Diego County,Child Care Center,2006,Number,"61,730"
06073,County,San Diego County,Family Child Care Home,2006,Number,"35,326"
06073,County,San Diego County,Total for Both Facility Types,2006,Number,"97,056"
06073,County,San Diego County,Child Care Center,2004,Number,"59,415"
06073,County,San Diego County,Family Child Care Home,2004,Number,"35,028"
06073,County,San Diego County,Total for Both Facility Types,2004,Number,"94,443"
06073,County,San Diego County,Child Care Center,2002,Number,"52,227"
06073,County,San Diego County,Family Child Care Home,2002,Number,"33,800"
06073,County,San Diego County,Total for Both Facility Types,2002,Number,"86,027"
06073,County,San Diego County,Child Care Center,2000,Number,"55,909"
06073,County,San Diego County,Family Child Care Home,2000,Number,"30,356"
06073,County,San Diego County,Total for Both Facility Types,2000,Number,"86,265"
06025,County,Imperial County,Child Care Center,2000,Number,"2,475"
06025,County,Imperial County,Family Child Care Home,2000,Number,"1,606"
06025,County,Imperial County,Total for Both Facility Types,2000,Number,"4,081"
06025,County,Imperial County,Child Care Center,2002,Number,"2,623"
06025,County,Imperial County,Family Child Care Home,2002,Number,"2,316"
06025,County,Imperial County,Total for Both Facility Types,2002,Number,"4,939"
06025,County,Imperial County,Child Care Center,2004,Number,"2,889"
06025,County,Imperial County,Family Child Care Home,2004,Number,"2,928"
06025,County,Imperial County,Total for Both Facility Types,2004,Number,"5,817"
06025,County,Imperial County,Child Care Center,2006,Number,"3,038"
06025,County,Imperial County,Family Child Care Home,2006,Number,"2,914"
06025,County,Imperial County,Total for Both Facility Types,2006,Number,"5,952"
06025,County,Imperial County,Child Care Center,2008,Number,"3,283"
06025,County,Imperial County,Family Child Care Home,2008,Number,"3,312"
06025,County,Imperial County,Total for Both Facility Types,2008,Number,"6,595"
06025,County,Imperial County,Child Care Center,2010,Number,"3,165"
06025,County,Imperial County,Family Child Care Home,2010,Number,"3,450"
06025,County,Imperial County,Total for Both Facility Types,2010,Number,"6,615"
06025,County,Imperial County,Child Care Center,2012,Number,"3,136"
06025,County,Imperial County,Family Child Care Home,2012,Number,"2,792"
06025,County,Imperial County,Total for Both Facility Types,2012,Number,"5,928"
06025,County,Imperial County,Child Care Center,2014,Number,"3,150"
06025,County,Imperial County,Family Child Care Home,2014,Number,"2,626"
06025,County,Imperial County,Total for Both Facility Types,2014,Number,"5,776"
06025,County,Imperial County,Child Care Center,2017,Number,"2,786"
06025,County,Imperial County,Family Child Care Home,2017,Number,"2,734"
06025,County,Imperial County,Total for Both Facility Types,2017,Number,"5,520"
06025,County,Imperial County,Child Care Center,2019,Number,"2,868"
06025,County,Imperial County,Family Child Care Home,2019,Number,"2,932"
06025,County,Imperial County,Total for Both Facility Types,2019,Number,"5,800"
06087,County,Santa Cruz County,Child Care Center,2017,Number,"5,024"
06087,County,Santa Cruz County,Family Child Care Home,2017,Number,"3,418"
06087,County,Santa Cruz County,Total for Both Facility Types,2017,Number,"8,442"
06087,County,Santa Cruz County,Child Care Center,2019,Number,"4,921"
06087,County,Santa Cruz County,Family Child Care Home,2019,Number,"3,232"
06087,County,Santa Cruz County,Total for Both Facility Types,2019,Number,"8,153"
06087,County,Santa Cruz County,Child Care Center,2014,Number,"4,658"
06087,County,Santa Cruz County,Family Child Care Home,2014,Number,"3,842"
06087,County,Santa Cruz County,Total for Both Facility Types,2014,Number,"8,500"
06087,County,Santa Cruz County,Child Care Center,2012,Number,"4,686"
06087,County,Santa Cruz County,Family Child Care Home,2012,Number,"3,770"
06087,County,Santa Cruz County,Total for Both Facility Types,2012,Number,"8,456"
06087,County,Santa Cruz County,Child Care Center,2010,Number,"4,547"
06087,County,Santa Cruz County,Family Child Care Home,2010,Number,"3,602"
06087,County,Santa Cruz County,Total for Both Facility Types,2010,Number,"8,149"
06087,County,Santa Cruz County,Child Care Center,2008,Number,"4,243"
06087,County,Santa Cruz County,Family Child Care Home,2008,Number,"3,636"
06087,County,Santa Cruz County,Total for Both Facility Types,2008,Number,"7,879"
06087,County,Santa Cruz County,Child Care Center,2006,Number,"4,141"
06087,County,Santa Cruz County,Family Child Care Home,2006,Number,"3,528"
06087,County,Santa Cruz County,Total for Both Facility Types,2006,Number,"7,669"
06087,County,Santa Cruz County,Child Care Center,2004,Number,"4,610"
06087,County,Santa Cruz County,Family Child Care Home,2004,Number,"3,770"
06087,County,Santa Cruz County,Total for Both Facility Types,2004,Number,"8,380"
06087,County,Santa Cruz County,Child Care Center,2002,Number,"4,185"
06087,County,Santa Cruz County,Family Child Care Home,2002,Number,"3,730"
06087,County,Santa Cruz County,Total for Both Facility Types,2002,Number,"7,915"
06087,County,Santa Cruz County,Child Care Center,2000,Number,"4,108"
06087,County,Santa Cruz County,Family Child Care Home,2000,Number,"3,480"
06087,County,Santa Cruz County,Total for Both Facility Types,2000,Number,"7,588"
06005,County,Amador County,Child Care Center,2002,Number,414
06005,County,Amador County,Family Child Care Home,2002,Number,356
06005,County,Amador County,Total for Both Facility Types,2002,Number,770
06005,County,Amador County,Child Care Center,2000,Number,390
06005,County,Amador County,Family Child Care Home,2000,Number,414
06005,County,Amador County,Total for Both Facility Types,2000,Number,804
06005,County,Amador County,Child Care Center,2004,Number,381
06005,County,Amador County,Family Child Care Home,2004,Number,362
06005,County,Amador County,Total for Both Facility Types,2004,Number,743
06005,County,Amador County,Child Care Center,2006,Number,315
06005,County,Amador County,Family Child Care Home,2006,Number,374
06005,County,Amador County,Total for Both Facility Types,2006,Number,689
06005,County,Amador County,Child Care Center,2008,Number,335
06005,County,Amador County,Family Child Care Home,2008,Number,374
06005,County,Amador County,Total for Both Facility Types,2008,Number,709
06005,County,Amador County,Child Care Center,2010,Number,333
06005,County,Amador County,Family Child Care Home,2010,Number,352
06005,County,Amador County,Total for Both Facility Types,2010,Number,685
06005,County,Amador County,Child Care Center,2012,Number,306
06005,County,Amador County,Family Child Care Home,2012,Number,266
06005,County,Amador County,Total for Both Facility Types,2012,Number,572
06005,County,Amador County,Child Care Center,2014,Number,363
06005,County,Amador County,Family Child Care Home,2014,Number,282
06005,County,Amador County,Total for Both Facility Types,2014,Number,645
06005,County,Amador County,Child Care Center,2017,Number,400
06005,County,Amador County,Family Child Care Home,2017,Number,280
06005,County,Amador County,Total for Both Facility Types,2017,Number,680
06005,County,Amador County,Child Care Center,2019,Number,366
06005,County,Amador County,Family Child Care Home,2019,Number,320
06005,County,Amador County,Total for Both Facility Types,2019,Number,686

